,Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Rating
13025,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,50000.0,79.0,8.3,T
13026,Legend of Kay,PS2,2005,Action,JoWood Productions,50000.0,72.0,7.3,E10+
13028,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,50000.0,49.0,6.3,T
13029,Piglet's Big Game,GC,2003,Platform,Gotham Games,50000.0,70.0,8.0,E
13030,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,50000.0,66.0,3.8,T
13032,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,50000.0,66.0,5.5,M
13034,IndyCar Series,XB,2003,Racing,Codemasters,50000.0,71.0,7.8,E
13041,Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,50000.0,76.0,8.0,M
13043,Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,50000.0,70.0,4.4,E
13048,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,50000.0,76.0,5.1,M
13050,Cities in Motion,PC,2011,Simulation,Paradox Interactive,50000.0,70.0,7.7,E
13051,Shifters,PS2,2002,Adventure,3DO,50000.0,37.0,5.9,T
13055,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,50000.0,48.0,7.1,T
13056,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,50000.0,50.0,6.5,T
13060,Sacred 3,X360,2014,Role-Playing,Deep Silver,50000.0,51.0,4.1,M
13062,Venetica,PC,2009,Role-Playing,DTP Entertainment,50000.0,61.0,6.8,T
13063,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,50000.0,76.0,4.9,M
13068,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,50000.0,77.0,7.1,M
13072,MorphX,X360,2010,Shooter,505 Games,50000.0,33.0,6.6,M
13074,Sigma Star Saga,GBA,2005,Role-Playing,Atari,50000.0,68.0,8.2,E10+
13087,FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,50000.0,82.0,7.9,E
13092,Disney's Party,GC,2002,Misc,Electronic Arts,50000.0,39.0,7.8,E
13093,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,50000.0,66.0,6.5,M
13095,Nanostray 2,DS,2008,Shooter,Codemasters,50000.0,75.0,7.8,E
13097,Dokapon Journey,DS,2008,Role-Playing,Sting,50000.0,60.0,7.0,E10+
13100,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,50000.0,78.0,7.4,T
13101,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,50000.0,66.0,4.1,T
13103,Phantom Crash,XB,2002,Simulation,Phantagram,50000.0,74.0,8.3,T
13104,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,50000.0,58.0,6.3,E
13110,The Typing of the Dead,DC,2000,Shooter,Sega,50000.0,83.0,7.8,M
13118,Jenga World Tour,Wii,2007,Misc,Atari,50000.0,26.0,2.8,E
13120,Tenchu: Dark Secret,DS,2006,Action,From Software,50000.0,37.0,5.1,T
13122,Shrek Super Party,GC,2003,Misc,TDK Mediactive,50000.0,40.0,7.3,E
13131,Second Sight,GC,2004,Adventure,Codemasters,50000.0,77.0,8.5,T
13139,Rave Master,GC,2002,Fighting,Konami Digital Entertainment,50000.0,60.0,6.3,T
13140,Bejeweled Twist,PC,2008,Puzzle,PopCap Games,50000.0,78.0,7.3,E
13144,Steins;Gate 0,PS4,2015,Adventure,PQube,50000.0,81.0,8.3,M
13145,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,50000.0,69.0,6.3,E
13148,Hail to the Chimp,PS3,2008,Misc,Gamecock,50000.0,51.0,4.5,T
13149,Alias,XB,2004,Action,Acclaim Entertainment,50000.0,64.0,6.0,T
13156,OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,50000.0,81.0,8.8,E
13164,Arx Fatalis,XB,2003,Role-Playing,Mindscape,50000.0,71.0,8.2,M
13173,Zumba Fitness Core,X360,2012,Misc,505 Games,50000.0,77.0,6.7,E10+
13175,Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,50000.0,60.0,5.8,T
13176,Dark Summit,GC,2002,Sports,THQ,50000.0,68.0,4.5,T
13186,Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,50000.0,78.0,8.7,T
13189,The Lost Vikings,GBA,2003,Puzzle,Activision,50000.0,75.0,9.1,E
13202,Plants vs. Zombies,PC,2009,Strategy,PopCap Games,50000.0,87.0,8.9,E10+
13204,Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,50000.0,71.0,7.6,T
13206,Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,50000.0,65.0,7.8,T
13211,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,50000.0,74.0,7.8,E
13215,Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,50000.0,64.0,5.1,T
13221,DiRT 2,PC,2009,Racing,Codemasters,50000.0,89.0,8.2,T
13222,Payday 2,PC,2013,Shooter,505 Games,50000.0,79.0,3.4,M
13224,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,50000.0,64.0,7.4,E
13227,Furu Furu Park,Wii,2007,Misc,Taito,50000.0,43.0,4.8,E10+
13228,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,50000.0,78.0,7.4,T
13239,Whirl Tour,GC,2002,Sports,Vivendi Games,50000.0,61.0,9.0,E
13241,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,50000.0,63.0,5.4,T
13251,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,50000.0,64.0,5.7,M
13253,Stunt GP,PS2,2001,Racing,Titus,50000.0,49.0,8.1,E
13260,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,50000.0,82.0,7.5,E10+
13266,Singularity,PC,2010,Shooter,Mastertronic,50000.0,76.0,7.7,M
13267,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,50000.0,66.0,3.8,E
13269,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,50000.0,65.0,8.6,E10+
13271,Child of Light,PS4,2014,Role-Playing,Ubisoft,50000.0,82.0,8.0,E10+
13276,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,50000.0,79.0,7.9,E10+
13280,Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,50000.0,56.0,5.9,T
13284,Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,50000.0,30.0,3.4,M
13286,Rugby 2005,XB,2005,Sports,Electronic Arts,50000.0,75.0,7.7,E
13287,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,50000.0,86.0,8.8,M
13289,Rock 'N Roll Racing,GBA,2003,Racing,Activision,50000.0,80.0,9.4,E
13291,Silhouette Mirage,PS,1998,Platform,ESP,50000.0,69.0,7.5,E
13292,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,50000.0,57.0,8.1,T
13293,Freelancer,PC,2003,Simulation,Microsoft Game Studios,50000.0,85.0,9.0,T
13297,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,50000.0,66.0,8.0,E10+
13301,Rugby 06,PS2,2006,Sports,Electronic Arts,50000.0,70.0,7.8,E
13302,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,50000.0,84.0,8.3,M
13303,2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,50000.0,78.0,7.7,E
13304,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,50000.0,79.0,7.5,T
13306,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,50000.0,78.0,7.2,E10+
13307,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,50000.0,83.0,7.5,E
13310,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,50000.0,73.0,7.1,E
13328,Empire Earth,PC,2001,Strategy,Vivendi Games,50000.0,81.0,8.2,T
13330,DuckTales: Remastered,PS3,2013,Action,Capcom,50000.0,75.0,7.4,E
13332,Worms Reloaded,PC,2010,Strategy,Team17 Software,50000.0,79.0,6.8,E10+
13337,StarCraft,PC,1998,Strategy,Activision,50000.0,88.0,9.1,T
13339,World Championship Pool 2004,PS2,2004,Sports,Jaleco,50000.0,60.0,6.7,E
13342,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,50000.0,50.0,7.8,T
13343,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,50000.0,46.0,7.2,T
13348,Need for Speed Underground,PC,2003,Racing,Electronic Arts,50000.0,82.0,8.3,E
13356,Moon,DS,2009,Adventure,Mastiff,50000.0,71.0,7.4,T
13357,Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,50000.0,76.0,7.8,E10+
13359,Virtua Tennis 3,PSP,2007,Sports,Sega,50000.0,79.0,7.7,E
13360,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,50000.0,71.0,8.1,M
13361,Far Cry,PC,2004,Shooter,Ubisoft,50000.0,89.0,8.1,M
13366,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,50000.0,62.0,8.7,E
13371,NightCaster II: Equinox,XB,2002,Action,Jaleco,50000.0,46.0,7.0,T
13376,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,50000.0,49.0,6.2,E
13378,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,50000.0,71.0,6.7,T
13382,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,50000.0,64.0,7.3,E10+
13385,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,50000.0,87.0,6.1,E
13386,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,50000.0,72.0,3.8,E
13389,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,50000.0,72.0,7.8,M
13393,The Sims,PC,2000,Simulation,Electronic Arts,50000.0,92.0,7.9,T
13396,FIFA Manager 12,PC,2011,Sports,Electronic Arts,50000.0,72.0,3.9,E
13398,Gitaroo Man,PS2,2001,Misc,THQ,50000.0,82.0,8.7,E
13413,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,50000.0,39.0,3.0,T
13414,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,50000.0,87.0,8.1,T
13415,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,50000.0,50.0,5.3,M
13417,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,50000.0,48.0,4.8,T
13424,Code Lyoko,DS,2007,Action,Game Factory,50000.0,63.0,6.8,E10+
13427,Pool Party,Wii,2007,Sports,SouthPeak Games,50000.0,32.0,0.7,E
13428,Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,50000.0,41.0,7.2,E
13431,Company of Heroes,PC,2006,Strategy,THQ,50000.0,93.0,8.8,M
13433,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,50000.0,37.0,4.5,E
13438,Ride 2,PS4,2016,Racing,Milestone S.r.l,50000.0,71.0,8.0,E
13439,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,50000.0,47.0,4.9,E
13440,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,50000.0,79.0,6.9,T
13444,Wrath Unleashed,XB,2004,Strategy,LucasArts,50000.0,69.0,7.0,T
13445,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,50000.0,34.0,1.7,E
13451,Double Dragon Advance,GBA,2003,Action,Atlus,50000.0,75.0,8.4,T
13457,The Bible Game,XB,2005,Misc,Crave Entertainment,50000.0,60.0,2.7,E
13458,Bubble Bobble Revolution,DS,2005,Puzzle,Atari,50000.0,38.0,6.2,E
13461,Yager,XB,2003,Shooter,THQ,50000.0,70.0,9.3,T
13465,Root Letter,PSV,2016,Adventure,PQube,50000.0,78.0,7.8,M
13466,Futurama,XB,2003,Platform,SCi,50000.0,58.0,6.9,T
13467,Supreme Commander,PC,2007,Strategy,THQ,50000.0,86.0,8.3,E10+
13468,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,50000.0,62.0,5.3,E
13469,Wolfenstein,PC,2009,Shooter,Activision,50000.0,74.0,7.3,M
13473,Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,50000.0,84.0,8.4,E
13478,Resident Evil 6,XOne,2016,Shooter,Capcom,50000.0,63.0,6.3,M
13481,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,50000.0,58.0,6.3,T
13484,Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,50000.0,35.0,2.0,M
13488,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,50000.0,39.0,5.9,T
13493,Pony Friends,DS,2007,Simulation,Eidos Interactive,40000.0,67.0,6.6,E
13500,Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,40000.0,60.0,7.0,T
13502,Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,40000.0,71.0,8.1,E
13504,Lux-Pain,DS,2008,Adventure,Rising Star Games,40000.0,48.0,6.2,T
13513,Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,40000.0,77.0,8.3,T
13519,Mafia,PC,2002,Action,Take-Two Interactive,40000.0,88.0,9.1,M
13520,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,40000.0,61.0,3.0,E
13524,Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,40000.0,64.0,8.3,T
13526,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,40000.0,35.0,4.8,E10+
13528,Virtua Tennis 3,X360,2007,Sports,Sega,40000.0,80.0,6.8,E
13530,Front Mission,DS,2007,Strategy,Square Enix,40000.0,72.0,8.9,E10+
13534,Tropico 3,PC,2009,Strategy,Kalypso Media,40000.0,79.0,8.1,T
13535,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,40000.0,78.0,8.5,T
13536,Life is Strange,PC,2016,Adventure,Square Enix,40000.0,83.0,8.6,M
13550,Battlezone,PS4,2016,Action,Rebellion Developments,40000.0,66.0,7.0,T
13560,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,40000.0,76.0,4.3,E
13561,The Dark Spire,DS,2008,Role-Playing,Success,40000.0,69.0,7.7,E10+
13562,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,40000.0,55.0,6.0,T
13566,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,40000.0,79.0,8.2,T
13573,FlatOut 2,XB,2006,Racing,Empire Interactive,40000.0,73.0,7.3,T
13575,Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,40000.0,71.0,8.2,T
13576,Backyard Baseball '09,Wii,2008,Sports,Atari,40000.0,37.0,7.8,E
13579,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,40000.0,70.0,7.3,T
13580,Enemy Front,X360,2014,Shooter,Namco Bandai Games,40000.0,35.0,5.8,M
13589,Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,40000.0,82.0,8.5,E10+
13591,Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,40000.0,74.0,8.8,E
13597,Castle of Shikigami III,Wii,2007,Shooter,PQube,40000.0,67.0,7.6,T
13598,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,40000.0,80.0,8.1,T
13599,FIFA Street 2,DS,2006,Sports,Electronic Arts,40000.0,43.0,7.5,E
13601,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,40000.0,75.0,8.2,E
13605,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,40000.0,67.0,8.2,M
13612,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,40000.0,60.0,6.1,T
13620,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,40000.0,86.0,8.8,T
13624,Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,40000.0,47.0,5.0,M
13625,Praetorians,PC,2003,Strategy,Eidos Interactive,40000.0,78.0,8.2,T
13628,Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,40000.0,68.0,6.3,E
13632,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,40000.0,43.0,8.3,E
13637,SPRay,Wii,2008,Action,Tecmo Koei,40000.0,42.0,4.5,E10+
13638,Outlaw Tennis,XB,2005,Sports,Global Star,40000.0,66.0,7.7,M
13644,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,40000.0,81.0,8.9,T
13647,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,40000.0,38.0,1.7,T
13655,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,40000.0,66.0,7.4,T
13658,NASCAR 07,XB,2006,Racing,Electronic Arts,40000.0,72.0,7.0,E
13659,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,40000.0,74.0,8.3,E
13668,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,40000.0,70.0,6.9,T
13670,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,40000.0,59.0,6.2,E
13672,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,40000.0,61.0,8.6,T
13674,Split/Second,PC,2010,Racing,Disney Interactive Studios,40000.0,79.0,8.2,E10+
13676,Resident Evil 6,PC,2012,Shooter,Capcom,40000.0,69.0,5.9,M
13678,Dead Head Fred,PSP,2007,Action,D3Publisher,40000.0,75.0,7.3,M
13690,Ride to Hell,PS3,2013,Racing,Deep Silver,40000.0,13.0,1.0,M
13691,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,40000.0,70.0,5.9,E10+
13692,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,40000.0,71.0,8.1,T
13695,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,40000.0,46.0,5.8,E
13696,Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,40000.0,45.0,5.6,E10+
13704,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,40000.0,42.0,7.1,T
13710,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,40000.0,92.0,8.2,T
13715,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,40000.0,78.0,7.7,E10+
13717,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,40000.0,76.0,7.7,T
13718,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,40000.0,37.0,6.3,M
13724,The Kore Gang,Wii,2010,Platform,Flashpoint Games,40000.0,70.0,8.6,E10+
13730,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,40000.0,64.0,6.8,E
13733,Blood Bowl,PC,2009,Sports,Focus Home Interactive,40000.0,72.0,6.5,T
13734,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,40000.0,75.0,7.7,T
13735,Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,40000.0,41.0,4.0,E
13736,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,40000.0,70.0,7.2,M
13740,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,40000.0,75.0,8.4,T
13742,WarJetz,PS2,2001,Shooter,3DO,40000.0,59.0,5.5,T
13748,Devil May Cry 4,PC,2008,Action,Capcom,40000.0,78.0,8.5,M
13755,Barnyard,Wii,2006,Action,THQ,40000.0,65.0,5.7,E10+
13761,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,40000.0,62.0,4.9,E
13762,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,40000.0,77.0,7.9,T
13770,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,40000.0,78.0,7.2,M
13772,Aeon Flux,PS2,2005,Action,THQ,40000.0,66.0,5.8,T
13774,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,40000.0,84.0,8.7,T
13777,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,40000.0,72.0,8.3,T
13779,Virtua Tennis 4,PC,2011,Sports,Sega,40000.0,66.0,7.3,E
13781,Shattered Union,XB,2005,Strategy,Take-Two Interactive,40000.0,66.0,6.9,T
13787,Unchained Blades ,3DS,2011,Role-Playing,FuRyu,40000.0,65.0,7.8,T
13788,Terraria,XOne,2014,Action,505 Games,40000.0,84.0,7.7,T
13790,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,40000.0,87.0,8.6,M
13805,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,40000.0,47.0,5.7,E
13811,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,40000.0,69.0,9.2,T
13813,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,40000.0,89.0,9.0,T
13817,Men of War: Vietnam,PC,2011,Strategy,Unknown,40000.0,68.0,4.9,T
13819,Imperial Glory,PC,2005,Strategy,Eidos Interactive,40000.0,69.0,8.4,T
13823,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,40000.0,31.0,5.0,E
13833,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,40000.0,53.0,8.5,T
13834,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,40000.0,67.0,6.1,T
13836,Patrician IV,PC,2010,Strategy,Kalypso Media,40000.0,66.0,6.4,E
13838,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,40000.0,67.0,7.5,E
13842,Resident Evil: Revelations,PC,2013,Action,Capcom,40000.0,77.0,7.0,M
13847,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,40000.0,52.0,2.8,T
13855,Pure Pinball,XB,2004,Misc,XS Games,40000.0,68.0,8.5,E
13869,Headhunter: Redemption,PS2,2004,Action,Sega,40000.0,62.0,6.7,M
13874,Dead Rising,PS4,2016,Action,Capcom,40000.0,78.0,6.6,M
13876,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,40000.0,94.0,8.8,M
13880,Surf's Up,PS3,2007,Sports,Ubisoft,40000.0,59.0,5.1,E10+
13885,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,40000.0,50.0,7.7,T
13886,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,40000.0,50.0,8.3,E10+
13887,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,40000.0,47.0,5.5,M
13888,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,40000.0,34.0,2.2,T
13890,Empire Earth III,PC,2007,Strategy,Vivendi Games,40000.0,50.0,2.8,T
13895,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,40000.0,48.0,3.8,M
13899,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,40000.0,73.0,8.8,M
13904,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,40000.0,48.0,3.1,T
13918,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,40000.0,72.0,8.0,T
13927,Colin McRae Rally 3,XB,2002,Racing,Codemasters,40000.0,86.0,7.4,E
13931,TMNT,DS,2007,Action,Ubisoft,40000.0,42.0,2.2,E10+
13936,Stolen,PS2,2005,Action,Hip Interactive,40000.0,51.0,7.4,T
13939,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,40000.0,72.0,7.7,T
13942,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,40000.0,72.0,7.1,E10+
13943,Pro Race Driver,XB,2003,Racing,Codemasters,40000.0,80.0,7.5,T
13951,The Movies,PC,2005,Simulation,Activision,40000.0,84.0,8.3,T
13958,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,40000.0,71.0,7.2,E
13964,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,40000.0,81.0,8.9,E10+
13968,Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,40000.0,75.0,8.5,E10+
13974,Lost Planet 3,PC,2013,Shooter,Capcom,40000.0,61.0,6.2,T
13977,Echo Night Beyond,PS2,2004,Adventure,Indie Games,40000.0,60.0,8.8,T
13978,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,40000.0,74.0,6.6,E
13985,Beyblade Evolution,3DS,2013,Action,Rising Star Games,40000.0,49.0,6.3,E
13988,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,40000.0,58.0,7.7,M
13989,Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,40000.0,39.0,7.4,E10+
13992,Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,40000.0,83.0,7.4,M
13994,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,40000.0,69.0,7.9,T
13996,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,40000.0,68.0,7.3,T
14002,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,40000.0,69.0,6.4,T
14004,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,40000.0,66.0,7.8,E10+
14005,Rugby 08,PS2,2007,Sports,Electronic Arts,40000.0,74.0,7.4,E
14008,Caesar IV,PC,2006,Strategy,Vivendi Games,40000.0,74.0,7.6,E10+
14010,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,40000.0,71.0,6.2,E
14011,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,40000.0,53.0,8.8,M
14012,Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,40000.0,72.0,8.1,T
14013,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,40000.0,56.0,5.7,M
14018,Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,40000.0,50.0,4.8,E
14019,Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,40000.0,52.0,5.8,E10+
14020,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,40000.0,63.0,7.1,E10+
14023,C.O.R.E.,DS,2009,Shooter,Graffiti,40000.0,44.0,6.9,M
14027,Chaos Wars,PS2,2006,Strategy,Idea Factory,40000.0,64.0,6.9,T
14028,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,40000.0,74.0,8.2,T
14035,Scaler,GC,2004,Platform,Take-Two Interactive,40000.0,69.0,7.3,E
14038,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,40000.0,73.0,7.5,M
14040,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,40000.0,68.0,6.3,T
14041,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,40000.0,68.0,8.3,T
14043,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,40000.0,67.0,7.2,E
14046,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,40000.0,82.0,8.1,E
14053,Without Warning,PS2,2005,Shooter,Capcom,40000.0,45.0,6.5,M
14058,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,40000.0,37.0,4.6,E10+
14060,Saints Row 2,PC,2009,Action,THQ,40000.0,72.0,6.8,M
14062,Trine 2,PC,2011,Platform,Focus Home Interactive,40000.0,84.0,8.4,E10+
14073,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,40000.0,67.0,8.2,E10+
14082,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,40000.0,54.0,3.5,M
