,Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Rating
1691,Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,1190000.0,81.0,8.6,E
1692,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,1190000.0,71.0,7.7,E
1693,Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,1190000.0,83.0,8.4,E
1694,Destiny: The Taken King,XOne,2015,Shooter,Activision,1190000.0,89.0,5.2,T
1695,Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,1190000.0,75.0,8.6,M
1701,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,1190000.0,68.0,7.8,T
1702,Spider-Man: The Movie,GC,2002,Action,Activision,1190000.0,76.0,7.3,E
1704,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,1190000.0,76.0,7.9,E
1705,Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,1180000.0,87.0,8.2,M
1710,Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,1180000.0,78.0,7.9,T
1712,Shenmue,DC,1999,Adventure,Sega,1180000.0,88.0,9.4,T
1714,Just Dance 4,X360,2012,Misc,Ubisoft,1180000.0,77.0,7.7,E10+
1715,Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,1180000.0,95.0,7.5,E
1716,One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,1180000.0,64.0,6.5,T
1719,Gun,PS2,2005,Shooter,Activision,1170000.0,77.0,8.7,M
1720,Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,1170000.0,70.0,8.8,E
1721,Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,1170000.0,52.0,4.9,M
1723,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,1170000.0,76.0,7.6,E10+
1724,PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,1170000.0,62.0,7.2,E
1725,WWE '12,PS3,2011,Fighting,THQ,1170000.0,72.0,6.9,T
1729,Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,1170000.0,57.0,8.4,T
1730,Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,1170000.0,96.0,7.9,M
1731,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,1170000.0,84.0,8.6,M
1733,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,1170000.0,81.0,8.1,T
1735,Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts,1170000.0,65.0,5.8,T
1736,Army of Two,PS3,2008,Shooter,Electronic Arts,1170000.0,74.0,7.3,M
1737,Spore,PC,2008,Strategy,Electronic Arts,1170000.0,84.0,5.3,E10+
1739,Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,1170000.0,81.0,8.0,E
1740,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,1160000.0,76.0,7.3,E10+
1741,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,1160000.0,85.0,8.9,E10+
1742,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,1160000.0,70.0,6.3,T
1743,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,1160000.0,83.0,7.9,T
1744,Mirror's Edge,X360,2008,Platform,Electronic Arts,1160000.0,79.0,7.6,T
1745,Sonic the Hedgehog,PS3,2006,Platform,Sega,1160000.0,43.0,4.1,E10+
1746,NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,1160000.0,85.0,8.5,E
1752,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,1160000.0,77.0,7.6,E
1753,FIFA 14,XOne,2013,Sports,Electronic Arts,1160000.0,88.0,5.8,E
1754,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,1160000.0,88.0,8.0,T
1756,Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,1160000.0,45.0,5.8,M
1757,Sonic Rush Adventure,DS,2007,Platform,Sega,1150000.0,78.0,8.2,E
1758,Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,1150000.0,83.0,8.1,E
1759,Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,1150000.0,73.0,8.3,T
1760,Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,1150000.0,69.0,7.3,T
1761,Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,1150000.0,43.0,3.4,M
1765,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,1150000.0,53.0,5.4,M
1770,FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,1150000.0,83.0,7.9,E
1771,Donkey Konga,GC,2003,Misc,Nintendo,1150000.0,76.0,8.3,E
1772,Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,1150000.0,92.0,8.5,M
1774,Tak and the Power of Juju,PS2,2003,Platform,THQ,1150000.0,68.0,9.0,E
1775,WWE 2K15,PS4,2014,Sports,Take-Two Interactive,1150000.0,62.0,5.1,T
1779,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,1140000.0,79.0,8.4,M
1780,Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,1140000.0,91.0,9.1,T
1781,Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,1140000.0,81.0,8.5,E
1782,Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,1140000.0,88.0,7.5,M
1783,WWE 2K14,PS3,2013,Sports,Take-Two Interactive,1140000.0,74.0,7.5,T
1784,Pokemon Rumble Blast,3DS,2011,Action,Nintendo,1140000.0,56.0,7.1,E10+
1785,007: Quantum of Solace,PS3,2008,Action,Activision,1140000.0,65.0,6.6,T
1786,Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,1140000.0,76.0,9.0,E10+
1792,The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,1140000.0,84.0,9.1,T
1794,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,1140000.0,81.0,8.8,E
1798,Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,1140000.0,81.0,7.7,M
1799,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,1140000.0,73.0,8.8,T
1801,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,1140000.0,79.0,8.2,T
1802,MechAssault,XB,2002,Simulation,Microsoft Game Studios,1130000.0,87.0,8.0,T
1805,Cars,GBA,2006,Racing,THQ,1130000.0,50.0,4.7,E
1806,Watch Dogs 2,PS4,2016,Action,Ubisoft,1130000.0,83.0,7.8,M
1807,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,1130000.0,67.0,6.1,E10+
1808,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,1130000.0,84.0,8.6,M
1810,Mirror's Edge,PS3,2008,Platform,Electronic Arts,1130000.0,79.0,7.8,T
1811,Guitar Hero 5,X360,2009,Misc,Activision,1130000.0,85.0,6.8,T
1812,Alien: Isolation,PS4,2014,Shooter,Sega,1130000.0,79.0,8.1,M
1814,Fantasy Life,3DS,2012,Role-Playing,Nintendo,1130000.0,73.0,8.6,E10+
1816,SingStar,PS3,2007,Misc,Sony Computer Entertainment,1130000.0,82.0,5.9,T
1817,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,1120000.0,73.0,7.6,E
1819,Supercar Street Challenge,PS2,2001,Racing,Activision,1120000.0,57.0,7.6,E
1821,Rabbids Go Home,Wii,2009,Platform,Ubisoft,1120000.0,78.0,8.3,E10+
1822,ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,1120000.0,82.0,8.4,E
1823,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1120000.0,82.0,8.6,M
1824,Rocksmith,PS3,2011,Misc,Ubisoft,1120000.0,80.0,8.3,T
1825,Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,1120000.0,78.0,5.1,T
1827,Rocksmith,X360,2011,Misc,Ubisoft,1120000.0,77.0,8.2,T
1828,Guitar Hero 5,PS2,2009,Misc,Activision,1120000.0,71.0,2.6,T
1829,Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,1120000.0,86.0,8.0,E
1830,Yakuza 3,PS3,2009,Action,Sega,1120000.0,79.0,8.1,M
1831,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,1120000.0,93.0,9.2,M
1832,Spider-Man 2,XB,2004,Action,Activision,1120000.0,83.0,8.3,T
1833,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,1120000.0,70.0,6.0,M
1834,The Beatles: Rock Band,PS3,2009,Misc,MTV Games,1120000.0,88.0,8.7,T
1835,Dragon Age II,X360,2011,Action,Electronic Arts,1110000.0,79.0,4.5,M
1836,Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,1110000.0,74.0,7.6,M
1838,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,1110000.0,69.0,6.3,T
1839,Fight Night Champion,PS3,2011,Fighting,Electronic Arts,1110000.0,84.0,7.3,M
1841,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,1110000.0,94.0,9.0,M
1846,Pikmin 3,WiiU,2013,Strategy,Nintendo,1110000.0,87.0,8.7,E10+
1847,WWE 2K14,X360,2013,Sports,Take-Two Interactive,1110000.0,75.0,7.7,T
1848,Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,1110000.0,69.0,7.7,T
1852,Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,1100000.0,85.0,8.0,M
1854,Plants vs. Zombies,DS,2011,Strategy,Mastertronic,1100000.0,81.0,7.4,E10+
1865,Tales of Symphonia,GC,2003,Role-Playing,Nintendo,1100000.0,86.0,8.5,T
1866,LEGO City Undercover,WiiU,2013,Platform,Nintendo,1100000.0,80.0,8.2,E10+
1867,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,1100000.0,61.0,6.9,E10+
1868,GRID,PS3,2008,Racing,Codemasters,1100000.0,87.0,8.1,E
1869,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,1100000.0,73.0,6.7,T
1870,Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,1100000.0,80.0,8.5,E
1872,NCAA Football 14,X360,2013,Sports,Electronic Arts,1090000.0,77.0,5.8,E
1873,Yakuza 2,PS2,2006,Adventure,Sega,1090000.0,77.0,8.1,M
1874,Guitar Hero 5,PS3,2009,Misc,Activision,1090000.0,86.0,5.7,T
1875,Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,1090000.0,75.0,8.9,E
1876,NERF N-Strike,Wii,2008,Shooter,Electronic Arts,1090000.0,66.0,4.4,E10+
1877,NFL 2K1,DC,2000,Sports,Sega,1090000.0,97.0,6.0,E
1879,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,1090000.0,68.0,7.6,T
1880,Project CARS,PS4,2015,Racing,Slightly Mad Studios,1090000.0,83.0,6.6,E
1881,Madden NFL 2004,XB,2003,Sports,Electronic Arts,1090000.0,92.0,8.3,E
1882,Sonic and the Black Knight,Wii,2009,Platform,Sega,1090000.0,54.0,6.9,E10+
1883,The Godfather,PS2,2006,Action,Electronic Arts,1090000.0,75.0,8.3,M
1884,Sonic Free Riders,X360,2010,Racing,Sega,1090000.0,47.0,2.1,E
1885,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,1090000.0,65.0,8.3,T
1887,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,1090000.0,74.0,6.9,T
1889,NCAA Football 13,X360,2012,Action,Electronic Arts,1090000.0,76.0,5.5,E
1890,Skate 2,X360,2009,Sports,Electronic Arts,1090000.0,84.0,8.0,T
1892,NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,1080000.0,88.0,8.9,E
1895,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,1080000.0,73.0,7.2,E10+
1897,Empire: Total War,PC,2009,Strategy,Sega,1080000.0,90.0,6.9,T
1898,Virtua Fighter 5,PS3,2007,Fighting,Sega,1080000.0,85.0,7.4,T
1899,Dante's Inferno,PS3,2010,Action,Electronic Arts,1080000.0,75.0,7.5,M
1902,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,1080000.0,58.0,6.0,T
1904,Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,1080000.0,91.0,7.4,E
1907,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,1080000.0,70.0,8.1,T
1908,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,1080000.0,40.0,6.1,T
1910,Star Fox: Assault,GC,2005,Shooter,Nintendo,1080000.0,67.0,8.1,T
1911,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,1080000.0,69.0,7.3,E10+
1912,The Simpsons Game,PSP,2007,Action,Electronic Arts,1070000.0,59.0,6.7,T
1914,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,1070000.0,47.0,5.0,E
1915,Call of Duty 3,PS2,2006,Shooter,Activision,1070000.0,82.0,7.4,T
1916,FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,1070000.0,73.0,7.3,E
1918,Prince of Persia,PS3,2008,Action,Ubisoft,1070000.0,85.0,7.3,T
1924,Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,1070000.0,76.0,6.6,T
1926,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,1070000.0,76.0,7.8,E
1927,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,1070000.0,86.0,8.4,T
1928,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,1070000.0,88.0,8.8,E
1931,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,1070000.0,70.0,5.6,E
1932,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,1070000.0,75.0,8.6,T
1934,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,1070000.0,66.0,5.9,T
1937,Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,1060000.0,75.0,8.5,M
1938,Freekstyle,PS2,2002,Racing,Electronic Arts,1060000.0,81.0,7.3,E
1939,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,1060000.0,90.0,7.3,M
1940,Spore Creatures,DS,2008,Simulation,Electronic Arts,1060000.0,65.0,6.5,E
1941,The Orange Box,PS3,2007,Shooter,Electronic Arts,1060000.0,89.0,8.4,M
1943,DJ Hero,X360,2009,Misc,Activision,1060000.0,84.0,8.0,T
1944,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,1060000.0,80.0,8.3,T
1945,NBA Street V3,PS2,2005,Sports,Electronic Arts,1060000.0,89.0,8.7,E
1947,Hulk,PS2,2003,Action,Universal Interactive,1060000.0,71.0,8.3,T
1948,Overwatch,XOne,2016,Shooter,Activision,1060000.0,91.0,5.6,T
1951,Aliens vs Predator,X360,2010,Shooter,Sega,1060000.0,64.0,7.3,M
1952,Skylanders Giants,PS3,2012,Action,Activision,1060000.0,77.0,6.3,E10+
1953,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1060000.0,87.0,9.1,M
1954,Endless Ocean,Wii,2007,Adventure,Nintendo,1060000.0,72.0,8.1,E
1955,Spider-Man 2,GBA,2004,Action,Activision,1060000.0,65.0,7.7,E
1956,Seek and Destroy,PS2,2002,Racing,Play It,1060000.0,63.0,8.8,T
1957,Darksiders,X360,2010,Action,THQ,1060000.0,83.0,7.9,M
1958,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,1060000.0,72.0,7.2,T
1960,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,1060000.0,84.0,8.4,T
1961,DiRT 3,PS3,2011,Racing,Codemasters,1060000.0,87.0,7.1,T
1962,Sega Superstars Tennis,Wii,2008,Sports,Sega,1050000.0,71.0,7.0,E10+
1963,DiRT,PS3,2007,Racing,Codemasters,1050000.0,83.0,8.0,E
1964,Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,1050000.0,75.0,6.9,T
1966,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,1050000.0,75.0,8.0,M
1967,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,1050000.0,81.0,9.0,T
1974,NBA 2K3,PS2,2002,Sports,Sega,1050000.0,89.0,8.0,E
1975,LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,1050000.0,82.0,8.3,E10+
1976,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,1050000.0,61.0,8.3,T
1977,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,1050000.0,82.0,8.4,E
1978,EA Sports UFC,PS4,2014,Sports,Electronic Arts,1050000.0,70.0,6.1,T
1979,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,1050000.0,92.0,7.6,E
1980,Virtua Tennis 3,PS3,2007,Sports,Sega,1050000.0,80.0,7.9,E
1982,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,1040000.0,81.0,8.9,E
1985,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,1040000.0,80.0,8.4,T
1987,Sleeping Dogs,PS3,2012,Action,Square Enix,1040000.0,83.0,7.7,M
1990,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,1040000.0,74.0,8.9,T
1991,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,1040000.0,73.0,8.7,E10+
1992,Aliens vs Predator,PS3,2010,Shooter,Sega,1040000.0,65.0,7.3,M
1995,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,1040000.0,86.0,8.5,E
1996,Sonic the Hedgehog,X360,2006,Platform,Sega,1040000.0,46.0,4.4,E10+
1998,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,1040000.0,83.0,8.8,T
1999,The Simpsons Game,X360,2007,Action,Electronic Arts,1030000.0,71.0,7.7,T
2000,F1 2012,PS3,2012,Racing,Codemasters,1030000.0,81.0,7.5,E
2001,Brink,X360,2011,Shooter,Bethesda Softworks,1030000.0,68.0,5.8,T
2002,MX vs. ATV Unleashed,PS2,2005,Racing,THQ,1030000.0,79.0,8.4,E
2003,WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,1030000.0,88.0,7.9,E
2004,UFC Undisputed 3,PS3,2012,Action,THQ,1030000.0,86.0,7.4,T
2005,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,1030000.0,73.0,7.0,E10+
2006,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,1030000.0,84.0,8.1,T
2007,Super Princess Peach,DS,2005,Platform,Nintendo,1030000.0,75.0,7.6,E
2008,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,1030000.0,67.0,7.0,E10+
2009,NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,1030000.0,82.0,8.8,E
2012,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,1030000.0,86.0,8.4,T
2013,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,1030000.0,77.0,7.7,E10+
2014,Tomb Raider,PC,1996,Action,Eidos Interactive,1030000.0,86.0,8.5,M
2015,Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,1030000.0,93.0,8.5,T
2016,MySims Agents,Wii,2009,Adventure,Electronic Arts,1030000.0,78.0,8.6,E
2018,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,1020000.0,79.0,8.8,T
2019,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,1020000.0,65.0,6.1,E
2021,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,1020000.0,72.0,7.0,E
2022,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,1020000.0,72.0,8.4,T
2023,Shrek 2,GC,2004,Platform,Activision,1020000.0,70.0,6.4,E
2024,NBA 2K17,XOne,2016,Sports,Take-Two Interactive,1020000.0,90.0,6.2,E
2025,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,1020000.0,86.0,8.1,T
2026,Sonic Unleashed,PS3,2008,Platform,Sega,1020000.0,54.0,7.9,E10+
2029,Disney Universe,Wii,2011,Action,Disney Interactive Studios,1020000.0,61.0,6.0,E10+
2030,Dance on Broadway,Wii,2010,Misc,Ubisoft,1020000.0,48.0,3.3,E10+
2031,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,1020000.0,71.0,7.4,E10+
2033,Bulletstorm,X360,2011,Shooter,Electronic Arts,1020000.0,84.0,7.6,M
2034,Skylanders SWAP Force,PS3,2013,Platform,Activision,1020000.0,83.0,5.3,E10+
2035,Madden NFL 07,XB,2006,Sports,Electronic Arts,1020000.0,83.0,8.7,E
2036,Sonic Generations,3DS,2011,Platform,Sega,1020000.0,66.0,6.9,E
2037,Rock Band 2,Wii,2008,Misc,MTV Games,1020000.0,92.0,7.7,T
2038,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,1020000.0,70.0,8.7,E
2039,Pokemon Conquest,DS,2012,Role-Playing,Nintendo,1020000.0,80.0,8.2,E
2040,Wall-E,Wii,2008,Platform,THQ,1010000.0,51.0,3.6,E
2042,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,1010000.0,74.0,8.0,T
2044,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,1010000.0,80.0,7.9,T
2045,The Simpsons Game,Wii,2007,Action,Electronic Arts,1010000.0,64.0,6.1,T
2049,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,1010000.0,81.0,8.0,M
2050,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,1010000.0,72.0,7.3,M
2051,Rayman Legends,PS4,2014,Platform,Ubisoft,1010000.0,90.0,8.5,E10+
2053,Prince of Persia,X360,2008,Action,Ubisoft,1010000.0,81.0,7.0,T
2055,ZombiU,WiiU,2012,Action,Ubisoft,1010000.0,77.0,7.7,M
2056,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,1010000.0,76.0,8.0,E10+
2057,Ford Racing 2,PS2,2003,Racing,Empire Interactive,1000000.0,51.0,8.0,E
2059,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,1000000.0,67.0,4.5,E10+
2060,God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,1000000.0,86.0,8.4,M
2067,SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,1000000.0,92.0,8.9,T
2073,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,1000000.0,72.0,9.3,T
2074,Rayman Origins,PS3,2011,Platform,Ubisoft,1000000.0,87.0,8.4,E10+
2076,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,990000.0,79.0,8.5,E
2077,Just Dance 2014,X360,2013,Misc,Ubisoft,990000.0,79.0,7.8,E10+
2078,NCAA Football 12,X360,2011,Sports,Electronic Arts,990000.0,82.0,6.6,E
2080,UFC Undisputed 3,X360,2012,Action,THQ,990000.0,85.0,7.6,T
2081,Kirby: Mass Attack,DS,2011,Platform,Nintendo,990000.0,83.0,8.6,E
2082,Haze,PS3,2008,Shooter,Ubisoft,990000.0,55.0,6.5,M
2083,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,990000.0,88.0,9.1,T
2084,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,990000.0,66.0,8.0,T
2085,DiRT 2,PS3,2009,Racing,Codemasters,990000.0,87.0,8.2,T
2086,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,990000.0,70.0,5.0,T
2087,Shadow The Hedgehog,GC,2005,Platform,Sega,990000.0,51.0,6.6,E10+
2088,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,990000.0,70.0,8.2,E
2089,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,990000.0,78.0,8.1,T
2090,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,990000.0,75.0,8.3,T
2091,Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,990000.0,89.0,8.4,M
2094,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,980000.0,79.0,8.7,T
2095,Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,980000.0,80.0,6.8,E
2098,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,980000.0,75.0,6.2,E
2099,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,980000.0,77.0,8.2,T
2100,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,980000.0,91.0,7.9,M
2101,Mario Party Advance,GBA,2005,Misc,Nintendo,980000.0,54.0,5.4,E
2103,Zoo Tycoon DS,DS,2005,Strategy,THQ,980000.0,44.0,6.6,E
2105,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,980000.0,59.0,5.9,T
2107,Dead Space 3,X360,2013,Action,Electronic Arts,980000.0,78.0,6.4,M
2110,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,980000.0,82.0,7.5,M
2112,NBA 2K10,X360,2009,Sports,Take-Two Interactive,970000.0,82.0,7.6,E
2113,NCAA Football 06,XB,2005,Sports,Electronic Arts,970000.0,87.0,8.3,E
2115,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,970000.0,93.0,8.9,M
2116,Madden NFL 08,PS3,2007,Sports,Electronic Arts,970000.0,81.0,5.3,E
2117,Fire Emblem,GBA,2003,Strategy,Nintendo,970000.0,88.0,9.2,E
2118,Brutal Legend,X360,2009,Action,Electronic Arts,970000.0,82.0,8.0,M
2119,Disney Infinity,PS3,2013,Action,Disney Interactive Studios,970000.0,75.0,5.9,E10+
2121,NHL 2004,PS2,2003,Sports,Electronic Arts,970000.0,85.0,7.6,E
2122,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,970000.0,75.0,7.9,M
2125,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,970000.0,81.0,8.7,E
2126,Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,970000.0,89.0,5.5,M
2127,Cars,DS,2006,Racing,THQ,970000.0,54.0,2.1,E
2128,Band Hero,Wii,2009,Misc,Activision,970000.0,79.0,6.6,E10+
2130,Skylanders: Spyro's Adventure,X360,2011,Action,Activision,970000.0,78.0,5.2,E10+
2133,LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,970000.0,84.0,9.1,E10+
2134,Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,970000.0,86.0,9.0,T
2135,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,960000.0,87.0,9.1,T
2136,Far Cry 3,PC,2012,Shooter,Ubisoft,960000.0,88.0,8.2,M
2137,Evolve,PS4,2015,Shooter,Take-Two Interactive,960000.0,76.0,4.3,M
2138,Dead Space 3,PS3,2013,Action,Electronic Arts,960000.0,76.0,6.4,M
2144,NHL 2001,PS2,2000,Sports,Electronic Arts,960000.0,85.0,8.1,E
2145,Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,960000.0,65.0,7.5,E
